Place	District	State/Union
Mallamooppampatti	Salem	Tamil Nadu
Mallankinaru	Virudhunagar	Tamil Nadu
Mallasamudram	Namakkal	Tamil Nadu
Mallur	Salem	Tamil Nadu
Mamallapuram	Kancheepuram	Tamil Nadu
Mamsapuram	Virudhunagar	Tamil Nadu
Manachanallur	Tiruchirappalli	Tamil Nadu
Manali	Thiruvallur	Tamil Nadu
Manalmedu	Nagapattinam	Tamil Nadu
Manalurpet	Viluppuram	Tamil Nadu
Manamadurai	Sivaganga	Tamil Nadu
Manapakkam	Kancheepuram	Tamil Nadu
Manapparai	Tiruchirappalli	Tamil Nadu
Manavalakurichi	Kanniyakumari	Tamil Nadu
Mandaikadu	Kanniyakumari	Tamil Nadu
Mandapam	Ramanathapuram	Tamil Nadu
Mangadu	Kancheepuram	Tamil Nadu
Mangalam	Coimbatore	Tamil Nadu
Mangalampet	Cuddalore	Tamil Nadu
Manimutharu	Tirunelveli	Tamil Nadu
Mannargudi	Thiruvarur	Tamil Nadu
Mappilaiurani	Toothukudi	Tamil Nadu
Maraimalainagar	Kancheepuram	Tamil Nadu
Marakkanam	Viluppuram	Tamil Nadu
Maramangalathupatti	Salem	Tamil Nadu
Marandahalli	Dharmapuri	Tamil Nadu
Markayankottai	Theni	Tamil Nadu
Marudur	Kapur	Tamil Nadu
Marungur	Kanniyakumari	Tamil Nadu
Mathigiri	Dharmapuri	Tamil Nadu
Mayiladuthurai	Nagapattinam	Tamil Nadu
Mecheri	Salem	Tamil Nadu
Meenambakkam	Kancheepuram	Tamil Nadu
Melacheval	Tirunelveli	Tamil Nadu
Melachokkanathapuram	Theni	Tamil Nadu
Melagaram	Tirunelveli	Tamil Nadu
Melamadai	Madurai	Tamil Nadu
Melamaiyur	Kancheepuram	Tamil Nadu
Melathiruppanthuruthi	Thanjavur	Tamil Nadu
Melattur	Thanjavur	Tamil Nadu
Melpattampakkam	Cuddalore	Tamil Nadu
Melur	Madurai	Tamil Nadu
Melvisharam	Vellore	Tamil Nadu
Mettupalayam	Coimbatore	Tamil Nadu
Mettupalayam	Tiruchirappalli	Tamil Nadu
Mettur	Salem	Tamil Nadu
Minjur	Thiruvallur	Tamil Nadu
Modakurichi	Erode	Tamil Nadu
Mohanur	Namakkal	Tamil Nadu
Moolakaraipatti	Tirunelveli	Tamil Nadu
Moovarasampettai	Kancheepuram	Tamil Nadu
Mopperipalayam	Coimbatore	Tamil Nadu
Mudukulathur	Ramanathapuram	Tamil Nadu
Mukasipidariyur	Erode	Tamil Nadu
Mukkudal	Tirunelveli	Tamil Nadu
Mulagumudu	Kanniyakumari	Tamil Nadu
Mulanur	Erode	Tamil Nadu
Muruganpalayam	Coimbatore	Tamil Nadu
Musiri	Tiruchirappalli	Tamil Nadu
Muthupet	Thiruvarur	Tamil Nadu
Muthur	Erode	Tamil Nadu
Muttayyapuram	Toothukudi	Tamil Nadu
Myladi	Kanniyakumari	Tamil Nadu
Naduvattam	The Nilgiris	Tamil Nadu
Nagapattinam	Nagapattinam	Tamil Nadu
Nagavakulam	Madurai	Tamil Nadu
Nagercoil	Kanniyakumari	Tamil Nadu
Nagojanahalli	Dharmapuri	Tamil Nadu
Nallampatti	Erode	Tamil Nadu
Nallur	Kanniyakumari	Tamil Nadu
Namagiripettai	Namakkal	Tamil Nadu
Namakkal	Namakkal	Tamil Nadu
Nambiyur	Erode	Tamil Nadu
Nandambakkam	Kancheepuram	Tamil Nadu
Nandivaram-Guduvancheri	Kancheepuram	Tamil Nadu
Nangavalli	Salem	Tamil Nadu
Nangavaram	Kapur	Tamil Nadu
Nanguneri	Tirunelveli	Tamil Nadu
Nanjikottai	Thanjavur	Tamil Nadu
Nannilam	Thiruvarur	Tamil Nadu
Naranammalpuram	Tirunelveli	Tamil Nadu
Naranapuram	Virudhunagar	Tamil Nadu
Narasimhanaickenpalayam	Coimbatore	Tamil Nadu
Narasingapuram	Vellore	Tamil Nadu
Narasingapuram	Salem	Tamil Nadu
Naravarikuppam	Thiruvallur	Tamil Nadu
Nasiyanur	Erode	Tamil Nadu
Natham	Dindigul	Tamil Nadu
Nathampannai	Pudukkottai	Tamil Nadu
Natrampalli	Vellore	Tamil Nadu
Nattapettai	Kancheepuram	Tamil Nadu
Nattarasankottai	Sivaganga	Tamil Nadu
Navalpattu	Tiruchirappalli	Tamil Nadu
Nazerath	Toothukudi	Tamil Nadu
Needamangalam	Thiruvarur	Tamil Nadu
Neelagiri	Thanjavur	Tamil Nadu
Neelankarai	Kancheepuram	Tamil Nadu
Neikkarapatti	Dindigul	Tamil Nadu
Neiyyur	Kanniyakumari	Tamil Nadu
Nellikuppam	Cuddalore	Tamil Nadu
Nelliyalam	The Nilgiris	Tamil Nadu
Nemili	Vellore	Tamil Nadu
Neripperichal	Coimbatore	Tamil Nadu
Nerkunram	Thiruvallur	Tamil Nadu
Nerkuppai	Sivaganga	Tamil Nadu
Nerunjipettai	Erode	Tamil Nadu
Neykkarappatti	Salem	Tamil Nadu
Neyveli	Cuddalore	Tamil Nadu
Nilakkottai	Dindigul	Tamil Nadu
O' Valley	The Nilgiris	Tamil Nadu
Odaipatti	Theni	Tamil Nadu
Odaiyakulam	Coimbatore	Tamil Nadu
Oddanchatram	Dindigul	Tamil Nadu
Odugathur	Vellore	Tamil Nadu
Oggiyamduraipakkam	Kancheepuram	Tamil Nadu
Olagadam	Erode	Tamil Nadu
Omalur	Salem	Tamil Nadu
Orathanadu (Mukthambalpuram)	Thanjavur	Tamil Nadu
Othakadai	Madurai	Tamil Nadu
Othakalmandapam	Coimbatore	Tamil Nadu
Ottapparai	Erode	Tamil Nadu
P. J. Cholapuram	Kapur	Tamil Nadu
P.Mettupalayam	Erode	Tamil Nadu
P.N.Patti	Salem	Tamil Nadu
Pacode	Kanniyakumari	Tamil Nadu
Padaiveedu	Namakkal	Tamil Nadu
Padianallur	Thiruvallur	Tamil Nadu
Padirikuppam	Cuddalore	Tamil Nadu
Padmanabhapuram	Kanniyakumari	Tamil Nadu
Palaganangudy	Tiruchirappalli	Tamil Nadu
Palakkodu	Dharmapuri	Tamil Nadu
Palamedu	Madurai	Tamil Nadu
Palani	Dindigul	Tamil Nadu
Palani Chettipatti	Theni	Tamil Nadu
Palavakkam	Kancheepuram	Tamil Nadu
Palavansathu	Vellore	Tamil Nadu
Palayam	Dindigul	Tamil Nadu
Palladam	Coimbatore	Tamil Nadu
Pallapalayam	Erode	Tamil Nadu
Pallapalayam	Coimbatore	Tamil Nadu
Pallapatti	Dindigul	Tamil Nadu
Pallapatti	Kapur	Tamil Nadu
Pallapatti	Virudhunagar	Tamil Nadu
Pallathur	Sivaganga	Tamil Nadu
Pallavaram	Kancheepuram	Tamil Nadu
Pallikaranai	Kancheepuram	Tamil Nadu
Pallikonda	Vellore	Tamil Nadu
Pallipalayam	Namakkal	Tamil Nadu
Pallipalayam Agraharam	Namakkal	Tamil Nadu
Pallipattu	Thiruvallur	Tamil Nadu
Pammal	Kancheepuram	Tamil Nadu
Panagudi	Tirunelveli	Tamil Nadu
Panaimarathupatti	Salem	Tamil Nadu
Panapakkam	Vellore	Tamil Nadu
Panboli	Tirunelveli	Tamil Nadu
Pandamangalam	Namakkal	Tamil Nadu
Pannaikadu	Dindigul	Tamil Nadu
Pannaipuram	Theni	Tamil Nadu
Panruti	Cuddalore	Tamil Nadu
Papanasam	Thanjavur	Tamil Nadu
Pappankurichi	Tiruchirappalli	Tamil Nadu
Papparapatti	Dharmapuri	Tamil Nadu
Papparapatti	Salem	Tamil Nadu
Pappireddipatti	Dharmapuri	Tamil Nadu
Paramakudi	Ramanathapuram	Tamil Nadu
Paramathi	Namakkal	Tamil Nadu
Parangipettai	Cuddalore	Tamil Nadu
Paravai	Madurai	Tamil Nadu
Pasur	Erode	Tamil Nadu
Pathamadai	Tirunelveli	Tamil Nadu
Pattinam	Namakkal	Tamil Nadu
Pattiveeranpatti	Dindigul	Tamil Nadu
Pattukkottai	Thanjavur	Tamil Nadu
Pazhugal	Kanniyakumari	Tamil Nadu
Peerkankaranai	Kancheepuram	Tamil Nadu
Pennadam	Cuddalore	Tamil Nadu
Pennagaram	Dharmapuri	Tamil Nadu
Pennathur	Vellore	Tamil Nadu
Peraiyur	Madurai	Tamil Nadu
Peralam	Thiruvarur	Tamil Nadu
Perambalur	Perambalur	Tamil Nadu
Peranamallur	Tiruvanamalai	Tamil Nadu
Peravurani	Thanjavur	Tamil Nadu
Periya Negamam	Coimbatore	Tamil Nadu
Periyakodiveri	Erode	Tamil Nadu
Periyakulam	Theni	Tamil Nadu
Periyanaickenpalayam	Coimbatore	Tamil Nadu
Periyapatti	Namakkal	Tamil Nadu
Periyasemur	Erode	Tamil Nadu
Pernampattu	Vellore	Tamil Nadu
Perumagalur	Thanjavur	Tamil Nadu
Perumandi	Thanjavur	Tamil Nadu
Perumuchi	Vellore	Tamil Nadu
Perundurai	Erode	Tamil Nadu
Perungalathur	Kancheepuram	Tamil Nadu
Perungudi	Kancheepuram	Tamil Nadu
Perungulam	Toothukudi	Tamil Nadu
Perur	Coimbatore	Tamil Nadu
Pethampalayam	Erode	Tamil Nadu
Pethanaickenpalayam	Salem	Tamil Nadu
Pillanallur	Namakkal	Tamil Nadu
Polichalur	Kancheepuram	Tamil Nadu
Pollachi	Coimbatore	Tamil Nadu
Polur	Tiruvanamalai	Tamil Nadu
Ponmani	Kanniyakumari	Tamil Nadu
Ponnamaravathi	Pudukkottai	Tamil Nadu
Ponnampatti	Tiruchirappalli	Tamil Nadu
Ponneri	Thiruvallur	Tamil Nadu
Poolambadi	Perambalur	Tamil Nadu
Poolampatti	Salem	Tamil Nadu
Pooluvapatti	Coimbatore	Tamil Nadu
Poonamallee	Thiruvallur	Tamil Nadu
Porur	Thiruvallur	Tamil Nadu
Pothanur	Namakkal	Tamil Nadu
Pothatturpettai	Thiruvallur	Tamil Nadu
Pudukadai	Kanniyakumari	Tamil Nadu
Pudukkottai	Pudukkottai	Tamil Nadu
Pudukkottai	Pudukkottai	Tamil Nadu
Pudupalaiyam Aghraharam	Namakkal	Tamil Nadu
Pudupalayam	Tiruvanamalai	Tamil Nadu
Pudupatti	Theni	Tamil Nadu
Pudupatti	Virudhunagar	Tamil Nadu
Pudupattinam	Kancheepuram	Tamil Nadu
Pudur (S)	Tirunelveli	Tamil Nadu
Puduvayal	Sivaganga	Tamil Nadu
Puliyankudi	Tirunelveli	Tamil Nadu
Puliyur	Kapur	Tamil Nadu
Pullampadi	Tiruchirappalli	Tamil Nadu
Punjai Thottakurichi	Kapur	Tamil Nadu
Punjaipugalur	Kapur	Tamil Nadu
Punjaipuliampatti	Erode	Tamil Nadu
Puthalam	Kanniyakumari	Tamil Nadu
Puvalur	Tiruchirappalli	Tamil Nadu
Puzhal	Thiruvallur	Tamil Nadu
Puzhithivakkam (Ullagaram)	Kancheepuram	Tamil Nadu
R.Pudupatti	Namakkal	Tamil Nadu
R.S.Mangalam	Ramanathapuram	Tamil Nadu
Rajapalayam	Virudhunagar	Tamil Nadu
Ramanathapuram	Ramanathapuram	Tamil Nadu
Ramapuram	Thiruvallur	Tamil Nadu
Rameswaram	Ramanathapuram	Tamil Nadu
Ranipettai	Vellore	Tamil Nadu
Rasipuram	Namakkal	Tamil Nadu
Rayagiri	Tirunelveli	Tamil Nadu
Reethapuram	Kanniyakumari	Tamil Nadu
Rosalpatti	Virudhunagar	Tamil Nadu
Rudravathi	Erode	Tamil Nadu
S. Kannanur	Tiruchirappalli	Tamil Nadu
S.Kodikulam	Virudhunagar	Tamil Nadu
S.Nallur	Coimbatore	Tamil Nadu
Salangapalayam	Erode	Tamil Nadu
Salem	Salem	Tamil Nadu
Samalapuram	Coimbatore	Tamil Nadu
Samathur	Coimbatore	Tamil Nadu
Sambavar Vadagarai	Tirunelveli	Tamil Nadu
Sankaramanallur	Coimbatore	Tamil Nadu
Sankarankoil	Tirunelveli	Tamil Nadu
Sankarapuram	Viluppuram	Tamil Nadu
Sankari	Salem	Tamil Nadu
Sankarnagar	Tirunelveli	Tamil Nadu
Saravanampatti	Coimbatore	Tamil Nadu
Sarcarsamakulam	Coimbatore	Tamil Nadu
Sathankulam	Toothukudi	Tamil Nadu
Sathiyavijayanagaram	Tiruvanamalai	Tamil Nadu
Sathuvachari	Vellore	Tamil Nadu
Sathyamangalam	Erode	Tamil Nadu
Sattur	Virudhunagar	Tamil Nadu
Sayalgudi	Ramanathapuram	Tamil Nadu
Sayapuram	Toothukudi	Tamil Nadu
Seerapalli	Namakkal	Tamil Nadu
Seevur	Vellore	Tamil Nadu
Seithur	Virudhunagar	Tamil Nadu
Sembakkam	Kancheepuram	Tamil Nadu
Semmipalayam	Coimbatore	Tamil Nadu
Senthamangalam	Namakkal	Tamil Nadu
Sentharapatti	Salem	Tamil Nadu
Senur	Vellore	Tamil Nadu
Sethiathoppu	Cuddalore	Tamil Nadu
Sevilimedu	Kancheepuram	Tamil Nadu
Sevugampatti	Dindigul	Tamil Nadu
Shenbakkam	Vellore	Tamil Nadu
Shenkottai	Tirunelveli	Tamil Nadu
Sholavandan	Madurai	Tamil Nadu
Sholinganallur	Kancheepuram	Tamil Nadu
Sholingur	Vellore	Tamil Nadu
Sholur	The Nilgiris	Tamil Nadu
Sikkarayapuram	Kancheepuram	Tamil Nadu
Singampuneri	Sivaganga	Tamil Nadu
Singaperumalkoil	Kancheepuram	Tamil Nadu
Sirkali	Nagapattinam	Tamil Nadu
Sirugamani	Tiruchirappalli	Tamil Nadu
Sirumugai	Coimbatore	Tamil Nadu
Sithayankottai	Dindigul	Tamil Nadu
Sithurajapuram	Virudhunagar	Tamil Nadu
Sivaganga	Sivaganga	Tamil Nadu
Sivagiri	Erode	Tamil Nadu
Sivagiri	Tirunelveli	Tamil Nadu
Sivakasi	Virudhunagar	Tamil Nadu
Sivanthipuram	Tirunelveli	Tamil Nadu
Srimushnam	Cuddalore	Tamil Nadu
Sriperumbudur	Kancheepuram	Tamil Nadu
Sriramapuram	Dindigul	Tamil Nadu
Srivaikuntam	Toothukudi	Tamil Nadu
Srivilliputhur	Virudhunagar	Tamil Nadu
St.Thomas Mount-cum-Pallavaram	Kancheepuram	Tamil Nadu
Suchindram	Kanniyakumari	Tamil Nadu
Suleeswaranpatti	Coimbatore	Tamil Nadu
Sulur	Coimbatore	Tamil Nadu
Sundarapandiam	Virudhunagar	Tamil Nadu
Sundarapandiapuram	Tirunelveli	Tamil Nadu
Surampatti	Erode	Tamil Nadu
Surandai	Tirunelveli	Tamil Nadu
Suriyampalayam	Erode	Tamil Nadu
Swamimalai	Thanjavur	Tamil Nadu
T.Kallupatti	Madurai	Tamil Nadu
Tambaram	Kancheepuram	Tamil Nadu
Tayilupatti	Virudhunagar	Tamil Nadu
Tenkasi	Tirunelveli	Tamil Nadu
Thadikombu	Dindigul	Tamil Nadu
Thakkolam	Vellore	Tamil Nadu
Thalainayar	Nagapattinam	Tamil Nadu
Thalakudi	Kanniyakumari	Tamil Nadu
Thamaraikulam	Theni	Tamil Nadu
Thammampatti	Salem	Tamil Nadu
Thanjavur	Thanjavur	Tamil Nadu
Thanthoni	Kapur	Tamil Nadu
Tharamangalam	Salem	Tamil Nadu
Tharangambadi	Nagapattinam	Tamil Nadu
Thathaiyangarpet	Tiruchirappalli	Tamil Nadu
Thedavur	Salem	Tamil Nadu
Thenambakkam	Kancheepuram	Tamil Nadu
Thengampudur	Kanniyakumari	Tamil Nadu
Theni Allinagaram	Theni	Tamil Nadu
Thenkarai	Coimbatore	Tamil Nadu
Thenkarai	Theni	Tamil Nadu
Thenthamaraikulam	Kanniyakumari	Tamil Nadu
Thenthiruperai	Toothukudi	Tamil Nadu
Thesur	Kanniyakumari	Tamil Nadu
Thevaram	Theni	Tamil Nadu
Thevur	Salem	Tamil Nadu
Thiagadurgam	Viluppuram	Tamil Nadu
Thingalnagar	Kanniyakumari	Tamil Nadu
Thirukarungudi	Tirunelveli	Tamil Nadu
Thirukattupalli	Thanjavur	Tamil Nadu
Thirumalayampalayam	Coimbatore	Tamil Nadu
Thirumangalam	Madurai	Tamil Nadu
Thirumazhisai	Thiruvallur	Tamil Nadu
Thirunagar	Madurai	Tamil Nadu
Thirunageswaram	Thanjavur	Tamil Nadu
Thiruneermalai	Kancheepuram	Tamil Nadu
Thirunindravur	Thiruvallur	Tamil Nadu
Thiruparankundram	Madurai	Tamil Nadu
Thiruparappu	Kanniyakumari	Tamil Nadu
Thiruporur	Kancheepuram	Tamil Nadu
Thiruppanandal	Thanjavur	Tamil Nadu
Thirupuvanam	Thanjavur	Tamil Nadu
Thirupuvanam	Sivaganga	Tamil Nadu
Thiruthangal	Virudhunagar	Tamil Nadu
Thiruthuraipoondi	Thiruvarur	Tamil Nadu
Thiruvaiyaru	Thanjavur	Tamil Nadu
Thiruvalam	Vellore	Tamil Nadu
Thiruvallur	Thiruvallur	Tamil Nadu
Thiruvarur	Thiruvarur	Tamil Nadu
Thiruvattaru	Kanniyakumari	Tamil Nadu
Thiruvenkatam	Tirunelveli	Tamil Nadu
Thiruvennainallur	Viluppuram	Tamil Nadu
Thiruverumbur	Tiruchirappalli	Tamil Nadu
Thiruvidaimarudur	Thanjavur	Tamil Nadu
Thiruvithankodu	Kanniyakumari	Tamil Nadu
Thisayanvilai	Tirunelveli	Tamil Nadu
Thittacheri	Nagapattinam	Tamil Nadu
Thondamuthur	Coimbatore	Tamil Nadu
Thondi	Ramanathapuram	Tamil Nadu
Thoothukkudi	Toothukudi	Tamil Nadu
Thorapadi	Vellore	Tamil Nadu
Thorapadi	Cuddalore	Tamil Nadu
Thottipalayam	Coimbatore	Tamil Nadu
Thottiyam	Tiruchirappalli	Tamil Nadu
Thudiyalur	Coimbatore	Tamil Nadu
Thuraiyur	Tiruchirappalli	Tamil Nadu
Thuthipattu	Vellore	Tamil Nadu
Thuvakudi	Tiruchirappalli	Tamil Nadu
Timiri	Vellore	Tamil Nadu
Tindivanam	Viluppuram	Tamil Nadu
Tiruchendur	Toothukudi	Tamil Nadu
Tiruchengode	Namakkal	Tamil Nadu
Tiruchirappalli	Tiruchirappalli	Tamil Nadu
Tirukalukundram	Kancheepuram	Tamil Nadu
Tirukkoyilur	Viluppuram	Tamil Nadu
Tirunelveli	Tirunelveli	Tamil Nadu
Tirupathur	Vellore	Tamil Nadu
Tirupathur	Sivaganga	Tamil Nadu
Tiruppur	Coimbatore	Tamil Nadu
Tirusulam	Kancheepuram	Tamil Nadu
Tiruttani	Thiruvallur	Tamil Nadu
Tiruvannamalai	Tiruvanamalai	Tamil Nadu
Tiruverkadu	Thiruvallur	Tamil Nadu
Tiruvethipuram	Tiruvanamalai	Tamil Nadu
Tiruvottiyur	Thiruvallur	Tamil Nadu
Tittakudi	Cuddalore	Tamil Nadu
TNPL Pugalur	Kapur	Tamil Nadu
Udangudi	Toothukudi	Tamil Nadu
Udayarpalayam	Ariyalur	Tamil Nadu
Udhagamandalam	The Nilgiris	Tamil Nadu
Udumalaipettai	Coimbatore	Tamil Nadu
Ullur	Thanjavur	Tamil Nadu
Ulundurpettai	Viluppuram	Tamil Nadu
Unjalaur	Erode	Tamil Nadu
Unnamalaikadai	Kanniyakumari	Tamil Nadu
Uppidamangalam	Kapur	Tamil Nadu
Uppiliapuram	Tiruchirappalli	Tamil Nadu
Urapakkam	Kancheepuram	Tamil Nadu
Usilampatti	Madurai	Tamil Nadu
Uthamapalayam	Theni	Tamil Nadu
Uthangarai	Dharmapuri	Tamil Nadu
Uthayendram	Vellore	Tamil Nadu
Uthiramerur	Kancheepuram	Tamil Nadu
Uthukkottai	Thiruvallur	Tamil Nadu
Uthukuli	Erode	Tamil Nadu
V. Pudur	Toothukudi	Tamil Nadu
Vadakarai Keezhpadugai	Tirunelveli	Tamil Nadu
Vadakkanandal	Viluppuram	Tamil Nadu
Vadakkuvalliyur	Tirunelveli	Tamil Nadu
Vadalur	Cuddalore	Tamil Nadu
Vadamadurai	Dindigul	Tamil Nadu
Vadavalli	Coimbatore	Tamil Nadu
Vadipatti	Madurai	Tamil Nadu
Vadugapatti	Erode	Tamil Nadu
Vadugapatti	Theni	Tamil Nadu
Vaitheeswarankoil	Nagapattinam	Tamil Nadu
Valangaiman	Thiruvarur	Tamil Nadu
Valasaravakkam	Thiruvallur	Tamil Nadu
Valavanur	Viluppuram	Tamil Nadu
Vallam	Thanjavur	Tamil Nadu
Valparai	Coimbatore	Tamil Nadu
Valvaithankoshtam	Kanniyakumari	Tamil Nadu
Vanavasi	Salem	Tamil Nadu
Vandalur	Kancheepuram	Tamil Nadu
Vandavasi	Tiruvanamalai	Tamil Nadu
Vandiyur	Madurai	Tamil Nadu
Vaniputhur	Erode	Tamil Nadu
Vaniyambadi	Vellore	Tamil Nadu
Varadarajanpettai	Ariyalur	Tamil Nadu
Vasudevanallur	Tirunelveli	Tamil Nadu
Vathirairuppu	Virudhunagar	Tamil Nadu
Vazhapadi	Salem	Tamil Nadu
Vedapatti	Coimbatore	Tamil Nadu
Vedaranyam	Nagapattinam	Tamil Nadu
Vedasandur	Dindigul	Tamil Nadu
Veeraganur	Salem	Tamil Nadu
Veerakeralam	Coimbatore	Tamil Nadu
Veerakkalpudur	Salem	Tamil Nadu
Veerapandi	Coimbatore	Tamil Nadu
Veerapandi	Coimbatore	Tamil Nadu
Veerapandi	Theni	Tamil Nadu
Veerappanchatram	Erode	Tamil Nadu
Veeravanallur	Tirunelveli	Tamil Nadu
Velampalayam	Coimbatore	Tamil Nadu
Velankanni	Nagapattinam	Tamil Nadu
Vellakinar	Coimbatore	Tamil Nadu
Vellakoil	Erode	Tamil Nadu
Vellalur	Coimbatore	Tamil Nadu
Vellimalai	Kanniyakumari	Tamil Nadu
Vellore	Vellore	Tamil Nadu
Vellottamparappu	Erode	Tamil Nadu
Velur	Namakkal	Tamil Nadu
Vengampudur	Erode	Tamil Nadu
Vengathur	Thiruvallur	Tamil Nadu
Venkarai	Namakkal	Tamil Nadu
Vennanthur	Namakkal	Tamil Nadu
Veppathur	Thanjavur	Tamil Nadu
Verkilambi	Kanniyakumari	Tamil Nadu
Vettaikaranpudur	Coimbatore	Tamil Nadu
Vettavalam	Tiruvanamalai	Tamil Nadu
Vijayapuri	Erode	Tamil Nadu
Vikramasingapuram	Tirunelveli	Tamil Nadu
Vikravandi	Viluppuram	Tamil Nadu
Vilangudi	Madurai	Tamil Nadu
Vilankurichi	Coimbatore	Tamil Nadu
Vilapakkam	Vellore	Tamil Nadu
Vilathikulam	Toothukudi	Tamil Nadu
Vilavur	Kanniyakumari	Tamil Nadu
Villukuri	Kanniyakumari	Tamil Nadu
Viluppuram	Viluppuram	Tamil Nadu
Virudhachalam	Cuddalore	Tamil Nadu
Virudhunagar	Virudhunagar	Tamil Nadu
Virupakshipuram	Vellore	Tamil Nadu
Viswanatham	Virudhunagar	Tamil Nadu
Walajabad	Kancheepuram	Tamil Nadu
Walajapet	Vellore	Tamil Nadu
Wellington	The Nilgiris	Tamil Nadu
Zamin Uthukuli	Coimbatore	Tamil Nadu
Agartala	West Tripura 	Tripura
Amarpur	South Tripura 	Tripura
Ambassa	Dhalai	Tripura
Badharghat	West Tripura 	Tripura
Belonia	South Tripura 	Tripura
Dharmanagar	North Tripura 	Tripura
Gakulnagar	West Tripura 	Tripura
Gandhigram	West Tripura 	Tripura
Indranagar	West Tripura 	Tripura
Jogendranagar	West Tripura 	Tripura
Kailasahar	North Tripura 	Tripura
Kamalpur	Dhalai	Tripura
Kanchanpur	Dhalai	Tripura
Khowai	West Tripura 	Tripura
Kumarghat	North Tripura 	Tripura
Kunjaban	West Tripura 	Tripura
Narsingarh	West Tripura 	Tripura
Pratapgarh	West Tripura 	Tripura
Ranirbazar	West Tripura 	Tripura
Sabroom	South Tripura 	Tripura
Sonamura	West Tripura 	Tripura
Teliamura	West Tripura 	Tripura
Udaipur	South Tripura 	Tripura
Achhalda	Auraiya	Uttar Pradesh
Achhnera	Agra	Uttar Pradesh
Adari	Mau	Uttar Pradesh
Afzalgarh	Bijnor	Uttar Pradesh
Agarwal Mandi	Baghpat	Uttar Pradesh
Agra	Agra	Uttar Pradesh
Agra	Agra	Uttar Pradesh
Ahraura	Mirzapur	Uttar Pradesh
Ailum	Muzaffarnagar	Uttar Pradesh
Air Force Area	Gorakhpur	Uttar Pradesh
Ajhuwa	Kaushambi	Uttar Pradesh
Akbarpur	Kanpur Dehat	Uttar Pradesh
Akbarpur	Ambedaker Nagar	Uttar Pradesh
Aliganj	Etah	Uttar Pradesh
Aligarh	Aligarh	Uttar Pradesh
Allahabad	Allahabad 	Uttar Pradesh
Allahabad	Allahabad 	Uttar Pradesh
Allahganj	Shahjahanpur	Uttar Pradesh
Allapur	Budaun	Uttar Pradesh
Amanpur	Etah	Uttar Pradesh
Ambehta	Saharanpur	Uttar Pradesh
Amethi	Lucknow	Uttar Pradesh
Amethi	Sultanpur	Uttar Pradesh
Amila	Mau	Uttar Pradesh
Amilo	Azamgarh	Uttar Pradesh
Aminagar Sarai	Baghpat	Uttar Pradesh
Aminagar Urf Bhurbaral	Meerut	Uttar Pradesh
Amraudha	Kanpur Dehat	Uttar Pradesh
Amroha	Jyotiba Phule Nagar	Uttar Pradesh
Anandnagar	Maharajganj	Uttar Pradesh
Anpara	Sonbhadra	Uttar Pradesh
Antu	Pratapgarh	Uttar Pradesh
Anupshahr	Bulandshahr 	Uttar Pradesh
Aonla	Bareilly	Uttar Pradesh
Armapur Estate	Kanpur Nagar	Uttar Pradesh
Ashrafpur Kichhauchha	Ambedaker Nagar	Uttar Pradesh
Atarra	Banda	Uttar Pradesh
Atasu	Auraiya	Uttar Pradesh
Atrauli	Aligarh	Uttar Pradesh
Atraulia	Azamgarh	Uttar Pradesh
Auraiya	Auraiya	Uttar Pradesh
Aurangabad	Bulandshahr 	Uttar Pradesh
Aurangabad Bangar	Mathura	Uttar Pradesh
Auras	Unnao	Uttar Pradesh
Awagarh	Etah	Uttar Pradesh
Ayodhya	Faizabad	Uttar Pradesh
Azamgarh	Azamgarh	Uttar Pradesh
Azizpur	Agra	Uttar Pradesh
Azmatgarh	Azamgarh	Uttar Pradesh
Babarpur Ajitmal	Auraiya	Uttar Pradesh
Baberu	Banda	Uttar Pradesh
Babina	Jhansi	Uttar Pradesh
Babrala	Budaun	Uttar Pradesh
Babugarh	Ghaziabad	Uttar Pradesh
Bachhraon	Jyotiba Phule Nagar	Uttar Pradesh
Bachhrawan	Rae Bareli	Uttar Pradesh
Bad	Mathura	Uttar Pradesh
Baghpat	Baghpat	Uttar Pradesh
Bah	Agra	Uttar Pradesh
Bahadurganj	Ghazipur	Uttar Pradesh
Baheri	Bareilly	Uttar Pradesh
Bahjoi	Moradabad	Uttar Pradesh
Bahraich	Bahraich	Uttar Pradesh
Bahsuma	Meerut	Uttar Pradesh
Bahuwa	Fatehpur	Uttar Pradesh
Bajna	Mathura	Uttar Pradesh
Bakewar	Etawah	Uttar Pradesh
Bakiabad	Mirzapur	Uttar Pradesh
Baldeo	Mathura	Uttar Pradesh
Ballia	Ballia	Uttar Pradesh
Balrampur	Balrampur	Uttar Pradesh
Banat	Muzaffarnagar	Uttar Pradesh
Banda	Banda	Uttar Pradesh
Bangarmau	Unnao	Uttar Pradesh
Banki	Barabanki	Uttar Pradesh
Bansdih	Ballia	Uttar Pradesh
Bansgaon	Gorakhpur	Uttar Pradesh
Bansi	Siddharthnagar	Uttar Pradesh
Baragaon	Jhansi	Uttar Pradesh
Baragaon	Varanasi	Uttar Pradesh
Baraut	Baghpat	Uttar Pradesh
Bareilly	Bareilly	Uttar Pradesh
Bareilly	Bareilly	Uttar Pradesh
Barhalganj	Gorakhpur	Uttar Pradesh
Barhani Bazar	Siddharthnagar	Uttar Pradesh
